0.0	0.3	1.0	3	0	0
0.28798916935920715	0.23076923076923078	0.625	16	3	0
0.0024474437814205885	0.3225806451612903	0.3	10	1	0
0.8129328489303589	0.6666666666666666	0.2	5	3	0
0.8585302233695984	0.3333333333333333	0.5	4	1	0
0.5750665664672852	0.4	0.08333333333333333	12	1	0
0.0	0.38636363636363635	0.2159090909090909	88	28	0
0.01698950305581093	0.12345679012345678	0.06666666666666667	30	4	0
0.0	0.08333333333333333	1.8	10	0	0
0.0010738573037087917	0.30303030303030304	0.5833333333333334	12	1	0
0.050211381167173386	0.3076923076923077	0.4	5	1	0
0.24001410603523254	0.5	0.125	16	2	0
0.8328096866607666	0.32	0.38461538461538464	13	2	0
3.7670187884941697E-4	0.5	1.0	5	0	0
0.9873930811882019	0.34782608695652173	0.5	6	0	0
0.005556870251893997	0.1794871794871795	0.43478260869565216	23	1	0
0.15460367500782013	0.11428571428571428	0.5	16	2	0
0.9329922795295715	0.6842105263157895	0.3333333333333333	12	5	0
0.6192149519920349	0.08333333333333333	0.36363636363636365	11	2	0
0.7737761735916138	0.25	0.25	12	3	0
0.9186956882476807	0.125	0.2	5	0	0
0.010295214131474495	0.3333333333333333	0.47619047619047616	21	6	0
0.9311220645904541	0.3333333333333333	0.5	6	0	0
0.9977470636367798	0.0	0.2	5	1	0
0.0048102810978889465	0.4117647058823529	1.0	9	1	0
0.9980717301368713	0.5	0.75	4	1	0
0.0964282974600792	0.3333333333333333	0.75	4	0	0
0.3085218667984009	1.0	0.3125	16	3	0
0.5483986735343933	0.125	0.6666666666666666	3	3	0
0.9637922644615173	0.3793103448275862	0.3333333333333333	6	2	0
0.9989097714424133	0.0	0.4	5	1	0
0.33172866702079773	0.2916666666666667	0.02702702702702703	37	1	0
0.53551185131073	0.3333333333333333	0.2777777777777778	18	6	0
0.00546753266826272	0.05263157894736842	2.6666666666666665	3	0	0
0.23321376740932465	0.06666666666666667	0.6666666666666666	9	1	0
0.6433677673339844	0.14285714285714285	0.6666666666666666	3	0	0
0.6548933982849121	0.23076923076923078	0.8	5	0	0
0.004436031449586153	0.19047619047619047	1.5555555555555556	9	4	0
0.0	0.43478260869565216	0.8571428571428571	7	1	0
0.96019047498703	0.5	0.4	5	0	0
0.0	0.5454545454545454	0.75	4	0	0
0.19122853875160217	0.07692307692307693	0.045454545454545456	22	1	0
0.0041258251294493675	0.358974358974359	0.5333333333333333	15	3	0
0.0	0.03333333333333333	0.43859649122807015	228	32	0
0.5116002559661865	0.3	0.125	8	0	0
0.31878435611724854	0.2	0.0	11	0	0
3.545876534190029E-4	0.28	0.8333333333333334	6	0	0
