151940	0.07142857142857142	-0.9285714285714286
456941	0.0	-1.0
559781	0.15789473684210525	-0.8421052631578947
823966	0.25	-0.75
1109108	0.12	-0.88
2091482	0.0	-1.0
2131051	0.6	-0.4
2141166	0.0	-1.0
2318356	0.3333333333333333	-0.6666666666666666
2418314	0.0	-1.0
2591311	0.1	-0.9
2636538	0.6666666666666666	-0.3333333333333333
2644266	0.25	-0.75
2969715	0.0	-1.0
3035869	0.0	-1.0
3145655	0.2916666666666667	-0.7083333333333334
3166551	0.0	-1.0
3226743	0.3333333333333333	-0.6666666666666666
3292810	0.5714285714285714	-0.42857142857142855
3419987	0.6666666666666666	-0.3333333333333333
3427058	0.23076923076923078	-0.7692307692307693
3495908	0.0	-1.0
3624311	0.0	-1.0
3916700	0.4	-0.6
4009133	0.125	-0.875
4105966	0.0	-1.0
4401227	0.3333333333333333	-0.6666666666666666
4737265	0.08333333333333333	-0.9166666666666666
4847027	0.0	-1.0
4894936	0.0	-1.0
5106399	0.0	-1.0
5185587	0.0	-1.0
5273295	0.0	-1.0
5535672	0.2727272727272727	-0.7272727272727273
5626213	0.1	-0.9
5763338	0.0	-1.0
5921190	0.3333333333333333	-0.6666666666666666
6070857	0.0	-1.0
6200598	0.5	-0.5
6290587	0.0	-1.0
6330456	0.3333333333333333	-0.6666666666666666
6343299	0.15384615384615385	-0.8461538461538461
6486348	0.0	-1.0
6496013	0.375	-0.625
6521076	0.0	-1.0
6763689	0.5	-0.5
7596063	0.3333333333333333	-0.6666666666666666
7827593	0.5	-0.5
7875656	0.14285714285714285	-0.8571428571428571
8097801	0.25	-0.75
8272212	0.0	-1.0
8497703	0.0	-1.0
8497703	0.0	-1.0
9127423	0.2	-0.8
9288544	0.5714285714285714	-0.42857142857142855
9563438	0.0	-1.0
9624844	0.1111111111111111	-0.8888888888888888
10044003	0.0	-1.0
10198865	0.0	-1.0
11656129	0.1111111111111111	-0.8888888888888888
12213252	0.0	-1.0
12298472	1.0	0
13381228	0.0	-1.0
13648873	0.5	-0.5
14167949	0.2	-0.8
14364222	1.0	0.0
15431632	0.0	-1.0
15612964	0.0	-1.0
17922680	0.0	-1.0
